BARCODE,COMBI_ID,Tissue,CELL_LINE_NAME,SIDM,COSMIC_ID,ANCHOR_ID,ANCHOR_NAME,ANCHOR_TARGET,ANCHOR_PATHWAY,ANCHOR_DRUG_TYPE,ANCHOR_Clin_Rel,ANCHOR_CONC,LIBRARY_ID,LIBRARY_NAME,LIBRARY_TARGET,LIBRARY_PATHWAY,LIBRARY_DRUG_TYPE,LIBRARY_Clin_Rel,LIBRARY_CONC,ANCHOR_VIABILITY,LIBRARY_RMSE,LIBRARY_EMAX,LIBRARY_XMID,LIBRARY_XMID_uM,LIBRARY_AUC,LIBRARY_fAUC,SYNERGY_RMSE,SYNERGY_EXP_EMAX,SYNERGY_OBS_EMAX,SYNERGY_DELTA_EMAX,SYNERGY_XMID,SYNERGY_XMID_uM,SYNERGY_DELTA_XMID,SYNERGY_DELTA_XMID_uM,SYNERGY_EXP_AUC,SYNERGY_OBS_AUC,SYNERGY_EXP_fAUC,SYNERGY_OBS_fAUC,SYNERGY_DELTA_AUC,SYNERGY_DELTA_fAUC,Synergy,DAY1_NORM_MEAN,DAY1_NORM_SD,GROWTH_RATE,DOUBLING_TIME
14577,1011:1012,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,5.0,0.251275587746141,0.0952072335648409,0.518506228631407,9.13333523314711,5.4841,0.850533909432513,0.882395231797411,0.0289044549864365,0.130287957349392,0.0401051066803375,0.0901828506690541,6.00924670720787,0.629,3.12408852593924,4.8551,0.213718407990677,0.16638297892555,0.221724380494286,0.169171537373141,0.0473354290651278,0.0525528431211453,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14578,1011:1021,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,10.0,0.241120404495817,0.0933354841089233,0.851742797969336,12.1477009993731,88.6242,0.930284863630387,0.971230147250321,0.0524064747297236,0.205372567972765,0.0713433125022409,0.134029255470524,7.43908581227599,3.3894,4.70861518709708,85.2348,0.224310662614895,0.176857614247395,0.234183405963529,0.188652502592965,0.0474530483674993,0.0455309033705646,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14579,1011:1049,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,10.0,0.325457399928819,0.0863145969041701,0.786029418718387,11.3425983839965,50.7215,0.897098452961029,0.956843023200917,0.0538307292298927,0.255819090883647,0.177828004623916,0.0779910862597309,9.33507529912242,12.6144,2.00752308487411,38.1071,0.291967329980862,0.247928521528047,0.311411642471001,0.290229526112238,0.0440388084528156,0.0211821163587623,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14579,1549:1049,Breast,CAL-120,SIDM00940,906826,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,0.5,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,10.0,0.966711479030238,0.0863145969041701,0.786029418718387,11.3425983839965,50.7215,0.897098452961029,0.956843023200917,0.0718190532343168,0.75986366193053,0.781730602764305,-0.0218669408337742,11.5948378660018,60.4121,-0.252239482005271,-9.6906,0.867235372297695,0.857944320768887,0.924991134158322,0.929905086161411,0.0092910515288079,-0.0049139520030888,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14580,1594:1053,Breast,CAL-120,SIDM00940,906826,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.920746926528932,0.0772702898055411,0.809786020696576,11.608093586369,60.9697,0.920837498197176,0.962177872762651,0.0280613771758807,0.745607989702467,0.486384711319636,0.25922327838283,9.20366305368975,11.5162,2.40443053267925,49.4535,0.847858296297641,0.815028290136597,0.885922319120357,0.815526264703865,0.0328300061610439,0.0703960544164918,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14580,1049:1053,Breast,CAL-120,SIDM00940,906826,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,10.0,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.905088072444634,0.0772702898055411,0.809786020696576,11.608093586369,60.9697,0.920837498197176,0.962177872762651,0.0963041236474514,0.732927668564874,0.499278894420508,0.233648774144367,9.3731897881133,12.9521,2.2349037982557,48.0176,0.833439036278021,0.730002223838844,0.870855716207626,0.808665149794041,0.103436812439177,0.0621905664135854,True,0.45268617874145,0.0619180719759428,0.767468512851341,64.0728989737934
14920,1049:1083,Breast,CAL-120,SIDM00940,906826,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,2.5,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,10.0,0.95097053850587,0.107418139415902,0.671179814068995,10.2846309900603,24.362,0.912435974327012,0.928555931844957,0.113397260461098,0.638272229219462,0.511769243963975,0.126502985255487,9.27530967739541,12.1025,1.0093213126649,12.2595,0.867699729857887,0.891168214120297,0.883029334539419,0.845453442260975,-0.0234684842624107,0.0375758922784438,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
14920,1011:1083,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,10.0,0.23030961524183,0.107418139415902,0.671179814068995,10.2846309900603,24.362,0.912435974327012,0.928555931844957,0.055989907975603,0.154579164736313,0.0474856767168322,0.107093488019481,6.57289128848941,1.8594,3.71173970157089,22.5026,0.210142778180059,0.118811864902602,0.213855359393731,0.165450051073264,0.0913309132774569,0.048405308320467,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
14920,1594:1083,Breast,CAL-120,SIDM00940,906826,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,10.0,0.936912437628772,0.107418139415902,0.671179814068995,10.2846309900603,24.362,0.912435974327012,0.928555931844957,0.0649762477461267,0.628836715686608,0.502478929501507,0.126357786185101,9.26197739570043,11.9912,1.02265359435988,12.3708,0.854872612886904,0.864308787904082,0.869975601579514,0.83238129175091,-0.009436175017178,0.0375943098286047,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
14922,1594:1372,Breast,CAL-120,SIDM00940,906826,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,1.0,0.723643478691944,0.103013269066662,0.754585634057502,11.0222445492323,4.0622,0.884576636258143,0.949529717548833,0.0938219476071176,0.546050973200337,0.339952471012832,0.206098502187505,8.78209466228683,0.8598,2.24014988694549,3.2024,0.640118114231461,0.560146778372549,0.687120987928417,0.625782271725453,0.0799713358589125,0.0613387162029639,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
