cid,isosmiles,canonicalsmiles
91078867,CS(=O)(=O)N1CCC(C1)NCCC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CS(=O)(=O)N1CCC(C1)NCCC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
59582494,COOSN1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,COOSN1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
24993232,C[C@@H]1CN(CCN1S(=O)(=O)C)CC2=CC3=C(N=C(N=C3S2)C4=C5C=NNC5=CC=C4)N6CCOCC6,CC1CN(CCN1S(=O)(=O)C)CC2=CC3=C(N=C(N=C3S2)C4=C5C=NNC5=CC=C4)N6CCOCC6
130241298,CN(CCC1=CC2=C(S1)C(=NC(=N2)C3=C4C=NNC4=CC=C3)N5CCOCC5)S(=O)(=O)C,CN(CCC1=CC2=C(S1)C(=NC(=N2)C3=C4C=NNC4=CC=C3)N5CCOCC5)S(=O)(=O)C
24994184,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=C5C=NNC5=CC=C4)CN6CCC(CC6)S(=O)(=O)C,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=C5C=NNC5=CC=C4)CN6CCC(CC6)S(=O)(=O)C
137356698,CCCCCC(/C=C/CNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)F,CCCCCC(C=CCNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)F
139483117,C1CC1(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C1CC1(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
163596817,C1CC(C1)(C2=CC=C(CC2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C1CC(C1)(C2=CC=C(CC2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
46930998,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl
134163513,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl.Cl.Cl,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl.Cl.Cl
144762881,CC.CNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6,CC.CNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6
155354815,C=C1NN=C2N1C=CC3=C2C=C(C(=N3)C4=CC=C(C=C4)C5(CCC5)N)C6=CC=CC=C6,C=C1NN=C2N1C=CC3=C2C=C(C(=N3)C4=CC=C(C=C4)C5(CCC5)N)C6=CC=CC=C6
53261925,C1CC(C1)(C2=CC=C(C=C2)C3=NC4=C(C=C3C5=CC=CC=C5)C6=NNC(=O)N6CC4)N,C1CC(C1)(C2=CC=C(C=C2)C3=NC4=C(C=C3C5=CC=CC=C5)C6=NNC(=O)N6CC4)N
158756537,C.CNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6,C.CNC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6
15979152,C1=CC=C(C=C1)C2=C(N=C3C=CN4C(=NNC4=O)C3=C2)C5=CC=C(C=C5)CN,C1=CC=C(C=C1)C2=C(N=C3C=CN4C(=NNC4=O)C3=C2)C5=CC=C(C=C5)CN
25000377,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)OCCOC,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)OCCOC
71560160,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CC(OC(C5)C)C,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5C
25002019,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CC(CC(C5)C)C,CC1CC(CN(C1)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5C)C
59776880,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)C4=CC(=CC=C4)C(F)(F)F)N5CCOCC5)CO,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)C4=CC(=CC=C4)C(F)(F)F)N5CCOCC5)CO
59703517,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C5=CC=CC(=C5)COC,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C5=CC=CC(=C5)COC
144722190,CC.C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5,CC.CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5
71731365,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CC6CCC5CO6,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CC6CCC5CO6
71250954,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)C4CCOCC4)N5CCOCC5)CO,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)C4CCOCC4)N5CCOCC5)CO
70306464,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)N)N4CCOCC4)CO,COC1=C(C=C(C=C1)C2=NC3=C(C=C2)C(=NC(=N3)N)N4CCOCC4)CO
126601730,C[C@H]1COCCN1C2=CC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCNCC5,CC1COCCN1C2=CC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCNCC5
53630293,CCC(CC)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,CCC(CC)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
76284911,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CN=C(C=C5)C6=CC7=CC=CC=C7N=C6,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CN=C(C=C5)C6=CC7=CC=CC=C7N=C6
144955468,C/C=C\C=C/C1=NC=C(C=C1)C2=CC3=C4C(=CN=C3C=C2)N(C(=O)N4C5=CC=C(C=C5)C(C)(C)C#N)C,CC=CC=CC1=NC=C(C=C1)C2=CC3=C4C(=CN=C3C=C2)N(C(=O)N4C5=CC=C(C=C5)C(C)(C)C#N)C
11977757,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=NC=CN=C6C=C5,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=NC=CN=C6C=C5
11977753,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
123854400,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CCC=CC=CCN=C5,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CCC=CC=CCN=C5
132285234,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5.Cl,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5.Cl
121417427,CC(C)(C#N)C1=CC=C(C=C1)N2C(N(C3=C2C4=CC=CC=C4N=C3)C)C5=CC6=CC=CC=C6N=C5,CC(C)(C#N)C1=CC=C(C=C1)N2C(N(C3=C2C4=CC=CC=C4N=C3)C)C5=CC6=CC=CC=C6N=C5
71554455,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CN=C(C=C5)C#C,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CN=C(C=C5)C#C
57345218,CC(C)(C#N)C1=NC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=C(C=CC(=C5)C(F)(F)F)F,CC(C)(C#N)C1=NC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=C(C=CC(=C5)C(F)(F)F)F
163876444,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(=C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(=C)C
154070900,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)[O-])C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)[O-])C(C)C
142772142,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C.O,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C.O
68353698,CC(C)(C)CN1C=C(C=N1)C2=CC3=C(C=C2)C4=NC(=CN4CCO3)C5=NC=CN5CC(=O)NC,CC(C)(C)CN1C=C(C=N1)C2=CC3=C(C=C2)C4=NC(=CN4CCO3)C5=NC=CN5CC(=O)NC
51001932,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C
68312947,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CCCN(C6)C(C)(C)C(=O)N)C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CCCN(C6)C(C)(C)C(=O)N)C(C)C
138466926,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)NN)C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)NN)C(C)C
58204981,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)CC(C)C(=O)N)C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)CC(C)C(=O)N)C(C)C
118130428,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=NN(C=C5)C(C)(C)C(=O)N)C(C)C,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=NN(C=C5)C(C)(C)C(=O)N)C(C)C
158666208,C.CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,C.CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C
118408843,CNC(=O)CC1C[C@H]([C@@H](CN1)NC(=O)C2=CC(=C(O2)Cl)C3=C(C=NN3C)Cl)C4=CC(=C(C=C4)F)F,CNC(=O)CC1CC(C(CN1)NC(=O)C2=CC(=C(O2)Cl)C3=C(C=NN3C)Cl)C4=CC(=C(C=C4)F)F
126504346,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H]3CNCC[C@H]3C4=CC=C(C=C4)C(F)(F)F)Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC3CNCCC3C4=CC=C(C=C4)C(F)(F)F)Cl
51042438,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
76576583,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=CC=C3)C(F)(F)F)CN)Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=CC=C3)C(F)(F)F)CN)Cl
76576575,CC1=C(C=C(O1)C(=O)NC(CC2=CC(=CC=C2)F)CN)C3=C(C=NN3C)Cl,CC1=C(C=C(O1)C(=O)NC(CC2=CC(=CC=C2)F)CN)C3=C(C=NN3C)Cl
163440049,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)C[NH3+])Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)C[NH3+])Cl
57826812,CCN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,CCN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
89791951,CC1=C(C=C(O1)C(=O)N[C@@H](CC2=CC(=CC=C2)CF)CN)C3=C(C=NN3C)Cl,CC1=C(C=C(O1)C(=O)NC(CC2=CC(=CC=C2)CF)CN)C3=C(C=NN3C)Cl
76576528,CC1=C(C=C(O1)C(=O)NC(CC2=CC(=C(C=C2)F)F)CN)C3=C(C=NN3C)Cl,CC1=C(C=C(O1)C(=O)NC(CC2=CC(=C(C=C2)F)F)CN)C3=C(C=NN3C)Cl
126504262,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@H]3CNCCC3C4=CC=C(C=C4)C(F)(F)F)Cl,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC3CNCCC3C4=CC=C(C=C4)C(F)(F)F)Cl
117071731,CCC1=CN=CN=C1N2CC[NH+](CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,CCC1=CN=CN=C1N2CC[NH+](CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
57835139,C1CN(CCN1C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=NC=CC(=N4)C(F)(F)F,C1CN(CCN1C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=NC=CC(=N4)C(F)(F)F
68046838,CC1=NC2=C(N1)C=C(C=C2)C3=NC=CC(=N3)C(F)(F)F,CC1=NC2=C(N1)C=C(C=C2)C3=NC=CC(=N3)C(F)(F)F
57597116,CC1=CC(=C2C(=C1)NC(=N2)C3=CN=C(N=C3C)NCCCC4CCN(CC4)C)C(F)(F)F,CC1=CC(=C2C(=C1)NC(=N2)C3=CN=C(N=C3C)NCCCC4CCN(CC4)C)C(F)(F)F
159239859,CC(C1=CC(=NC=C1)CC2=NC3=C(N2)C=C(C=C3)C4=CC(=NC=N4)C(F)(F)F)N5CCNCC5,CC(C1=CC(=NC=C1)CC2=NC3=C(N2)C=C(C=C3)C4=CC(=NC=N4)C(F)(F)F)N5CCNCC5
108774144,CC1=CC2=C(C=C1)N=C(N2)C3CCN(CC3)C4=NC=CC=N4,CC1=CC2=C(C=C1)N=C(N2)C3CCN(CC3)C4=NC=CC=N4
158327700,[HH].CC1=CC2=C(C=C1)N=C(N2)C3=NC(=CN=C3N)N4CCCC(C4)N(C)C,[HH].CC1=CC2=C(C=C1)N=C(N2)C3=NC(=CN=C3N)N4CCCC(C4)N(C)C
11647317,C1CN(CCN1C2=NC=CC(=C2)C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C1CN(CCN1C2=NC=CC(=C2)C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F
129260559,CN(CC(F)(F)F)C1=NC=NC(=C1)C2=CC3=C(C=C2)N=C(N3)NC4=NC=CC(=C4)CN5CCNCC5,CN(CC(F)(F)F)C1=NC=NC(=C1)C2=CC3=C(C=C2)N=C(N3)NC4=NC=CC(=C4)CN5CCNCC5
11544765,C1CN(CCN1C2=CC=CC=N2)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C1CN(CCN1C2=CC=CC=N2)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F
135908499,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[K+],COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[K+]
135934858,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.C(C(CO)(CO)[NH3+])O,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.C(C(CO)(CO)[NH3+])O
135908498,COC1=CC=CC2=C1[N-]C(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[Mg+2],COC1=CC=CC2=C1[N-]C(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[Mg+2]
135887089,COC(=O)C1CCC(CC1)C2=NC(=C3N2N=CN=C3N)C4=CC5=C(N4)C(=CC=C5)OC(F)(F)F,COC(=O)C1CCC(CC1)C2=NC(=C3N2N=CN=C3N)C4=CC5=C(N4)C(=CC=C5)OC(F)(F)F
136081550,CNC(=O)C1CCC(CC1)C2=NC(=C3N2N=CN=C3N)C4=CC5=C(N4)C(=CC=C5)OC,CNC(=O)C1CCC(CC1)C2=NC(=C3N2N=CN=C3N)C4=CC5=C(N4)C(=CC=C5)OC
135908493,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[Na+],COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.[Na+]
136390185,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.C(CO)[NH2+]C(O)O,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)[O-])N.C(CO)[NH2+]C(O)O
140918395,COC1=C2C(=C(C=C1)N)C=C(N2)C3=C4C=NC=NN4C(=N3)C5CCC(CC5)C(=O)O,COC1=C2C(=C(C=C1)N)C=C(N2)C3=C4C=NC=NN4C(=N3)C5CCC(CC5)C(=O)O
159334095,C.COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N,C.COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N
136502622,[B]C1=C2C=C(NC2=C(C=C1)OC)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N,[B]C1=C2C=C(NC2=C(C=C1)OC)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N
135545826,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CNCCOC)C3=CC(=C(C=C3O)O)C(C)C,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CNCCOC)C3=CC(=C(C=C3O)O)C(C)C
137645122,CC(C)C1=C(C=C(C(=C1)C2=C(C(=NO2)C(=O)N[C@H](CC3=CC=CC=C3)C(=O)OC)C4=CC=C(C=C4)CN5CCOCC5)O)O,CC(C)C1=C(C=C(C(=C1)C2=C(C(=NO2)C(=O)NC(CC3=CC=CC=C3)C(=O)OC)C4=CC=C(C=C4)CN5CCOCC5)O)O
137069421,CCNC(=O)C1=NOC(=C1C#CCN2C[C@H](O[C@H](C2)C)C)C3=CC(=C(C=C3O)O)C(C)C,CCNC(=O)C1=NOC(=C1C#CCN2CC(OC(C2)C)C)C3=CC(=C(C=C3O)O)C(C)C
135869596,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.Cl,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.Cl
135565012,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.CS(=O)(=O)O.O,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C.CS(=O)(=O)O.O
135749942,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=C(C=C(C(=C4)CCC5=CC=C(C=C5)F)O)O,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=C(C=C(C(=C4)CCC5=CC=C(C=C5)F)O)O
135525405,CCC1=CC(=C(C=C1O)O)C2=C(C(=NO2)C(=O)NCC)C3=CC=C(C=C3)CN4CCOCC4,CCC1=CC(=C(C=C1O)O)C2=C(C(=NO2)C(=O)NCC)C3=CC=C(C=C3)CN4CCOCC4
137640720,CCNC(=O)[C@@H](C(C)C)NC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,CCNC(=O)C(C(C)C)NC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C
155177408,CC(C)C1=C(C=C(C(=C1)C2=C(C(=NO2)C(=O)NCC(=O)C)C3=CC=C(C=C3)CN4CCOCC4)O)O,CC(C)C1=C(C=C(C(=C1)C2=C(C(=NO2)C(=O)NCC(=O)C)C3=CC=C(C=C3)CN4CCOCC4)O)O
145426430,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)C(C(=O)N)N3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)C(C(=O)N)N3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C
45139392,B([C@H](CC(C)C)NC(=O)CC(C1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,B(C(CC(C)C)NC(=O)CC(C1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
145630254,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(OC(C)C)OC(C)C,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(OC(C)C)OC(C)C
131918516,C[C@H]1C(=O)N[C@H](C(=O)NCCN(CC(=O)N[C@H](C(=O)N1C)CC(C)C)C(=O)C2=NC=CN=C2)CC3=CC=CC=C3,CC1C(=O)NC(C(=O)NCCN(CC(=O)NC(C(=O)N1C)CC(C)C)C(=O)C2=NC=CN=C2)CC3=CC=CC=C3
144733401,B([C@H](C#CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,B(C(C#CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
137348256,B([C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O,B(C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O
46227257,B([C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O
144283968,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(OC(=O)CC)OC(=O)CC,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(OC(=O)CC)OC(=O)CC
125317887,B([C@@H](CCCC)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,B(C(CCCC)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
76039794,B(C(CC1CC1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O,B(C(CC1CC1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3)(O)O
117793031,CC(C)CC(C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2,CC(C)CC(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2
66589637,CC1CN(CC(N1C)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CC1CN(CC(N1C)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
89791484,CCC1CN(CC(N1)CC)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CCC1CN(CC(N1)CC)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
66589875,CC(CO)N1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CC(CO)N1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
164129514,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)C)OC,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)C)OC
